location_source,item_id,item_code,mysql_item_name,real_stock_id,source_id,lot_status,lot_current_quantity,lot_reserved_quantity,location_id,location_floor_id,mysql_shelf,mysql_shelf_norm,location_name
default,671001,671001,　玉子　Ｌ,,9700,,,,472,10,AY-0-000,AY0000,AY0000
lot,671001,671001,　玉子　Ｌ,52140,53312,ACTIVE,21,0,472,10,AY-0-000,AY0000,AY0000
default,671009,671009,　玉子　Ｌサイズ　１０ｋｇ　段ボール箱入り,,28818,,,,472,10,AY-0-000,AY0000,AY0000
lot,671009,671009,　玉子　Ｌサイズ　１０ｋｇ　段ボール箱入り,52139,53311,DEPLETED,0,0,216,10,AY-0-,AY0,AY0
default,681008,681008,　旭化成　サランラップ　３０×２０ｍ,,8024,,,,2381,11,J-02-203,J02203,J02203
lot,681008,681008,　旭化成　サランラップ　３０×２０ｍ,33756,33582,ACTIVE,67,0,2381,11,J-02-203,J02203,J02203
default,681019,681019,　旭化成サランラップ業務用　３０ｃｍ×５０ｍ,,16166,,,,1611,11,H-03-205,H03205,H03205
lot,681019,681019,　旭化成サランラップ業務用　３０ｃｍ×５０ｍ,33757,33583,ACTIVE,52,0,1611,11,H-03-205,H03205,H03205
default,681032,681032,　朝日食品容器○竹箸（裸）　１００膳,,13998,,,,2374,11,J-02-103,J02103,J02103
lot,681032,681032,　朝日食品容器○竹箸（裸）　１００膳,33758,33584,ACTIVE,20,0,2374,11,J-02-103,J02103,J02103
default,681033,681033,　朝日食品容器○竹天削り箸　２１ｃｍ　１００膳入り,,13878,,,,2375,11,J-02-104,J02104,J02104
lot,681033,681033,　朝日食品容器○竹天削り箸　２１ｃｍ　１００膳入り,33759,33585,ACTIVE,108,0,2375,11,J-02-104,J02104,J02104
default,681035,681035,　朝日食品容器○樺元禄箸（裸）　１００膳,,16198,,,,2373,11,J-02-102,J02102,J02102
lot,681035,681035,　朝日食品容器○樺元禄箸（裸）　１００膳,33760,33586,ACTIVE,45,0,2373,11,J-02-102,J02102,J02102
default,681038,681038,　朝日食品容器○　つま楊枝（ポリ容器入）　６５０本６５０本,,38863,,,,1601,11,H-03-101,H03101,H03101
lot,681038,681038,　朝日食品容器○　つま楊枝（ポリ容器入）　６５０本６５０本,33761,33587,ACTIVE,17,0,1601,11,H-03-101,H03101,H03101
default,681045,681045,　大和物産○アルミタレ皿８枚　１３．５ｃｍ,,1217,,,,1607,11,H-03-201,H03201,H03201
lot,681045,681045,　大和物産○アルミタレ皿８枚　１３．５ｃｍ,33762,33588,ACTIVE,4,0,1607,11,H-03-201,H03201,H03201
default,681065,681065,　イデシギョー　６ツ折ナフキン　１０００枚入１０００枚,,46017,,,,1608,11,H-03-202,H03202,H03202
lot,681065,681065,　イデシギョー　６ツ折ナフキン　１０００枚入１０００枚,33763,33589,ACTIVE,16,0,1608,11,H-03-202,H03202,H03202
default,681073,681073,　旭化成クックパーＥＧ　３３×３０　３３ｃｍ×３０ｍ,,5531,,,,2383,11,J-02-205,J02205,J02205
lot,681073,681073,　旭化成クックパーＥＧ　３３×３０　３３ｃｍ×３０ｍ,33764,33590,ACTIVE,38,0,2383,11,J-02-205,J02205,J02205
default,681109,681109,　ＳＩＭＰＬＥ　紙おしぼり　しずく　平　（１７８×２４０）１００枚,,13926,,,,2390,11,J-03-105,J03105,J03105
lot,681109,681109,　ＳＩＭＰＬＥ　紙おしぼり　しずく　平　（１７８×２４０）１００枚,33765,33591,ACTIVE,19,0,2390,11,J-03-105,J03105,J03105
default,681114,681114,　大黒工業会計表　単式　Ｓ－０３　１５行　７５×１７７　１０冊,,40436,,,,1621,11,H-03-405,H03405,H03405
lot,681114,681114,　大黒工業会計表　単式　Ｓ－０３　１５行　７５×１７７　１０冊,33766,33592,ACTIVE,10,0,1621,11,H-03-405,H03405,H03405
default,681123,681123,　三井化学ファブロニューラップ　２０ｍ,,32629,,,,1604,11,H-03-104,H03104,H03104
lot,681123,681123,　三井化学ファブロニューラップ　２０ｍ,33767,33593,ACTIVE,100,0,1604,11,H-03-104,H03104,H03104
default,681124,681124,　東海　コン郎ボンベ　３Ｐ,,43416,,,,2508,11,R-02-101,R02101,R02101
lot,681124,681124,　東海　コン郎ボンベ　３Ｐ,33768,33594,ACTIVE,173,0,2508,11,R-02-101,R02101,R02101
default,681134,681134,　大和物産アルミホイル,,19547,,,,1610,11,H-03-204,H03204,H03204
lot,681134,681134,　大和物産アルミホイル,33769,33595,ACTIVE,37,0,1610,11,H-03-204,H03204,H03204
default,681140,681140,　リケンテクノス　カモメパックＫ－４１半透明１０枚,,15525,,,,1602,11,H-03-102,H03102,H03102
lot,681140,681140,　リケンテクノス　カモメパックＫ－４１半透明１０枚,33770,33596,ACTIVE,8,0,1602,11,H-03-102,H03102,H03102
default,681142,681142,　デンカ　フードパック　大浅１００枚,,8776,,,,2384,11,J-02-301,J02301,J02301
lot,681142,681142,　デンカ　フードパック　大浅１００枚,33771,33597,ACTIVE,3,0,2384,11,J-02-301,J02301,J02301
default,681144,681144,　朝日食品容器樺元禄箸（裸）５００本,,18560,,,,2376,11,J-02-105,J02105,J02105
lot,681144,681144,　朝日食品容器樺元禄箸（裸）５００本,33772,33598,ACTIVE,9,0,2376,11,J-02-105,J02105,J02105
default,681149,681149,　三井化学ファブロカゴメゴミ袋ＨＫ－４半透明４５Ｌ,,37732,,,,1619,11,H-03-403,H03403,H03403
lot,681149,681149,　三井化学ファブロカゴメゴミ袋ＨＫ－４半透明４５Ｌ,33773,33599,ACTIVE,0,-13,1619,11,H-03-403,H03403,H03403
default,681156,681156,　ヤマ食徳用笹の葉（軸なし）１００枚,,43685,,,,1613,11,H-03-302,H03302,H03302
lot,681156,681156,　ヤマ食徳用笹の葉（軸なし）１００枚,33774,33600,ACTIVE,17,0,1613,11,H-03-302,H03302,H03302
default,681163,681163,　エフピコ外エンボスＧＬＯＶＥ２６透明　Ｍ１００枚,,13077,,,,2379,11,J-02-201,J02201,J02201
lot,681163,681163,　エフピコ外エンボスＧＬＯＶＥ２６透明　Ｍ１００枚,33775,33601,ACTIVE,101,0,2379,11,J-02-201,J02201,J02201
default,681166,681166,　リケンテクノス　ハイラップＳミニ　２２ｃｍ×１００ｍ,,16408,,,,1612,11,H-03-301,H03301,H03301
lot,681166,681166,　リケンテクノス　ハイラップＳミニ　２２ｃｍ×１００ｍ,33776,33602,ACTIVE,17,0,1612,11,H-03-301,H03301,H03301
default,681167,681167,　リケンテクノス　三井ハイラップＳ３０ｃｍ×１００ｍ,,16087,,,,2393,11,J-03-203,J03203,J03203
lot,681167,681167,　リケンテクノス　三井ハイラップＳ３０ｃｍ×１００ｍ,33777,33603,ACTIVE,102,0,2393,11,J-03-203,J03203,J03203
default,681168,681168,　リケンテクノス三井ハイラップＳワイドスリム４５ｃｍ×５０ｍ,,27376,,,,2380,11,J-02-202,J02202,J02202
lot,681168,681168,　リケンテクノス三井ハイラップＳワイドスリム４５ｃｍ×５０ｍ,33778,33604,ACTIVE,41,0,2380,11,J-02-202,J02202,J02202
default,681173,681173,　業務用キッチンブリーチ５Ｋｇ,,32220,,,,2387,11,J-03-102,J03102,J03102
lot,681173,681173,　業務用キッチンブリーチ５Ｋｇ,33779,33605,ACTIVE,13,0,2387,11,J-03-102,J03102,J03102
default,681178,681178,　スマイルチョイス　台所用洗剤４Ｌ,,32334,,,,2388,11,J-03-103,J03103,J03103
lot,681178,681178,　スマイルチョイス　台所用洗剤４Ｌ,33780,33606,ACTIVE,16,0,2388,11,J-03-103,J03103,J03103
default,681191,681191,　ニイタカ　カエンニューエースＥ２５　２５ｇ×２０個５００ｇ,,35833,,,,1622,11,H-03-406,H03406,H03406
lot,681191,681191,　ニイタカ　カエンニューエースＥ２５　２５ｇ×２０個５００ｇ,33781,33607,ACTIVE,10,0,1622,11,H-03-406,H03406,H03406
default,681193,681193,　ニイタカ　カエンニューエースＥ３０　３０ｇ×２０個６００ｇ,,8529,,,,1614,11,H-03-303,H03303,H03303
lot,681193,681193,　ニイタカ　カエンニューエースＥ３０　３０ｇ×２０個６００ｇ,33782,33608,ACTIVE,8,0,1614,11,H-03-303,H03303,H03303
default,681195,681195,　イワタニアイラップＹＯＵ　２００　１０００枚,,36646,,,,1605,11,H-03-105,H03105,H03105
lot,681195,681195,　イワタニアイラップＹＯＵ　２００　１０００枚,33783,33609,ACTIVE,12,0,1605,11,H-03-105,H03105,H03105
default,681196,681196,　三井化学ファブロカモメ規格袋１３号１００枚,,16111,,,,1618,11,H-03-402,H03402,H03402
lot,681196,681196,　三井化学ファブロカモメ規格袋１３号１００枚,33784,33610,ACTIVE,17,0,1618,11,H-03-402,H03402,H03402
default,681203,681203,　三井化学ファブロカモメ規格袋　１１号,,10488,,,,518,11,B-04-303,B04303,B04303
lot,681203,681203,　三井化学ファブロカモメ規格袋　１１号,33785,33611,ACTIVE,28,0,518,11,B-04-303,B04303,B04303
default,681210,681210,　三井化学ファブロカモメ規格袋１０号１００枚,,19650,,,,1620,11,H-03-404,H03404,H03404
lot,681210,681210,　三井化学ファブロカモメ規格袋１０号１００枚,33786,33612,ACTIVE,16,0,1620,11,H-03-404,H03404,H03404
default,681211,681211,　ニイタカ　カエンニューエースＥ１５　１５ｇ×４０個１３袋,,59857,,,,857,11,E-05-206,E05206,E05206
default,681215,681215,　テーブルマット　Ｒ５　＃１２００１００枚,,59858,,,,1621,11,H-03-405,H03405,H03405
default,681217,681217,　福化龍鳳備長炭　１級１０Ｋｇ,,39411,,,,2497,11,R-01-102,R01102,R01102
lot,681217,681217,　福化龍鳳備長炭　１級１０Ｋｇ,33787,33613,ACTIVE,8,0,2497,11,R-01-102,R01102,R01102
default,681223,681223,　リケンテクノスハイラップＳちびっこ１５ｃｍ×１００,,13832,,,,1609,11,H-03-203,H03203,H03203
lot,681223,681223,　リケンテクノスハイラップＳちびっこ１５ｃｍ×１００,33788,33614,ACTIVE,24,0,1609,11,H-03-203,H03203,H03203
default,681232,681232,　ミツエイ　ハーバルフレッシュグリーン６００ｍｌ,,30336,,,,2382,11,J-02-204,J02204,J02204
lot,681232,681232,　ミツエイ　ハーバルフレッシュグリーン６００ｍｌ,33789,33615,ACTIVE,40,0,2382,11,J-02-204,J02204,J02204
default,681237,681237,　リケンテクノス　ハイラップＶＳ　３００ｍｍ×５００ｍ,,12765,,,,1615,11,H-03-304,H03304,H03304
lot,681237,681237,　リケンテクノス　ハイラップＶＳ　３００ｍｍ×５００ｍ,33790,33616,ACTIVE,7,0,1615,11,H-03-304,H03304,H03304
default,681244,681244,　紙おしぼり　しずく　丸１００枚,,32741,,,,2386,11,J-03-101,J03101,J03101
lot,681244,681244,　紙おしぼり　しずく　丸１００枚,33791,33617,ACTIVE,15,0,2386,11,J-03-101,J03101,J03101
default,681251,681251,　ニイタカ　ニューケミクール　Ｅ－１　１８Ｋｇ,,59859,,,,2495,11,Q-00-000,Q00000,Q00000
default,681252,681252,　シバセ工業　フレックスストロー　黒　包装無し５００本,,43085,,,,1617,11,H-03-401,H03401,H03401
lot,681252,681252,　シバセ工業　フレックスストロー　黒　包装無し５００本,33792,33618,ACTIVE,5,0,1617,11,H-03-401,H03401,H03401
default,681264,681264,　メイプルＢＡＳＩＣアルコール７５　コック付５Ｌ,,5033,,,,2389,11,J-03-104,J03104,J03104
lot,681264,681264,　メイプルＢＡＳＩＣアルコール７５　コック付５Ｌ,33793,33619,ACTIVE,6,0,2389,11,J-03-104,J03104,J03104
default,681266,681266,　リケンテクノス　クッキングペーパーソフト　中８０枚×２ロール,,27874,,,,2395,11,J-04-102,J04102,J04102
lot,681266,681266,　リケンテクノス　クッキングペーパーソフト　中８０枚×２ロール,33794,33620,DEPLETED,3,-12,2395,11,J-04-102,J04102,J04102
default,681268,681268,　リケンテクノス　クッキングペーパーソフト　大１６０枚８０枚×２ロール,,33735,,,,2391,11,J-03-201,J03201,J03201
lot,681268,681268,　リケンテクノス　クッキングペーパーソフト　大１６０枚８０枚×２ロール,35746,35547,ACTIVE,13,0,2391,11,J-03-201,J03201,J03201
lot,712020,712020,　空容器　ビール樽７Ｌ,52945,57802,ACTIVE,1,0,327,11,Z-0-0,Z00,デフォルト
lot,720000,720000,部部システム７１０（空容器）,35747,57087,ACTIVE,409,0,10,10,　-　-　,　　　,　
default,720001,720001,　空容器（内税）,,32740,,,,327,11,Z-0-0,Z00,デフォルト
lot,720001,720001,　空容器（内税）,35748,57285,ACTIVE,7,0,10,10,　-　-　,　　　,　
default,721001,721001,　空容器　清酒　瓶,,11748,,,,327,11,Z-0-0,Z00,デフォルト
lot,721001,721001,　空容器　清酒　瓶,35749,57094,ACTIVE,228,0,10,10,　-　-　,　　　,　
lot,721003,721003,　空容器　生酒　３００ｍｌ,35750,57099,ACTIVE,216,0,10,10,　-　-　,　　　,　
lot,721007,721007,　空容器　清酒　瓶　１８０ｍｌ×３０本（秋吉様専用）,35751,57220,ACTIVE,-14,0,10,10,　-　-　,　　　,　
lot,721009,721009,　空容器　清酒　瓶　３００ｍｌ×２０本（秋吉様専用）,35752,57173,ACTIVE,-25,0,10,10,　-　-　,　　　,　
lot,721010,721010,　空容器　清酒　瓶×６本（秋吉様専用１．８Ｌ）,35753,57117,ACTIVE,-76,0,10,10,　-　-　,　　　,　
default,722001,722001,　空容器　ビール瓶,,2907,,,,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,51251,ACTIVE,26,5,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,51254,ACTIVE,6,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,51930,ACTIVE,11,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,51933,ACTIVE,1,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,51935,ACTIVE,5,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,51936,ACTIVE,7,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,51938,ACTIVE,7,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,51944,ACTIVE,21,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,51948,ACTIVE,6,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,51951,ACTIVE,15,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,51954,ACTIVE,17,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52464,ACTIVE,1,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52467,ACTIVE,8,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52470,ACTIVE,20,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52479,ACTIVE,9,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52481,ACTIVE,5,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52483,ACTIVE,33,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52511,ACTIVE,11,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52512,ACTIVE,17,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52515,ACTIVE,5,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52517,ACTIVE,5,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52520,ACTIVE,15,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52527,ACTIVE,6,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52530,ACTIVE,14,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52536,ACTIVE,11,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52744,ACTIVE,2,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52753,ACTIVE,6,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52769,ACTIVE,4,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52784,ACTIVE,2,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52789,ACTIVE,8,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52792,ACTIVE,1,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52795,ACTIVE,3,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52814,ACTIVE,4,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52817,ACTIVE,12,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52824,ACTIVE,1,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52825,ACTIVE,4,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52828,ACTIVE,4,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52832,ACTIVE,3,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52837,ACTIVE,11,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52838,ACTIVE,5,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52841,ACTIVE,7,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52844,ACTIVE,3,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52846,ACTIVE,1,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52847,ACTIVE,-15,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52849,ACTIVE,18,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52855,ACTIVE,41,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52897,ACTIVE,17,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52907,ACTIVE,7,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52912,ACTIVE,1,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52915,ACTIVE,5,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52980,ACTIVE,2,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52987,ACTIVE,6,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52989,ACTIVE,1,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52991,ACTIVE,10,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52994,ACTIVE,10,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,52995,ACTIVE,7,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53002,ACTIVE,9,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53007,ACTIVE,3,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53019,ACTIVE,2,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53024,ACTIVE,12,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53044,ACTIVE,1,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53046,ACTIVE,28,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53053,ACTIVE,7,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53054,ACTIVE,6,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53061,ACTIVE,3,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53066,ACTIVE,3,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53072,ACTIVE,22,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53076,ACTIVE,6,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53077,ACTIVE,17,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53087,ACTIVE,4,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53094,ACTIVE,27,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53099,ACTIVE,2,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53102,ACTIVE,15,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53104,ACTIVE,2,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53105,ACTIVE,10,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53108,ACTIVE,5,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53115,ACTIVE,7,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53117,ACTIVE,12,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53121,ACTIVE,19,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53124,ACTIVE,5,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53127,ACTIVE,8,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53138,ACTIVE,15,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53142,ACTIVE,7,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53145,ACTIVE,21,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53147,ACTIVE,10,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53150,ACTIVE,3,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53156,ACTIVE,1,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53157,ACTIVE,10,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53163,ACTIVE,10,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53171,ACTIVE,15,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53173,ACTIVE,10,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53178,ACTIVE,6,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53184,ACTIVE,16,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53190,ACTIVE,4,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53196,ACTIVE,4,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53198,ACTIVE,4,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53202,ACTIVE,11,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53208,ACTIVE,18,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53214,ACTIVE,10,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53218,ACTIVE,8,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53220,ACTIVE,17,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53226,ACTIVE,8,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53228,ACTIVE,5,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53230,ACTIVE,18,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53231,ACTIVE,18,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53296,ACTIVE,7,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53298,ACTIVE,5,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53304,ACTIVE,3,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53313,ACTIVE,10,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53341,ACTIVE,19,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53345,ACTIVE,5,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53346,ACTIVE,5,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53350,ACTIVE,2,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53352,ACTIVE,1,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53361,ACTIVE,1,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53363,ACTIVE,7,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53377,ACTIVE,15,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53386,ACTIVE,7,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53388,ACTIVE,9,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53390,ACTIVE,23,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53394,ACTIVE,1,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53395,ACTIVE,1,0,327,11,Z-0-0,Z00,デフォルト
lot,722001,722001,　空容器　ビール瓶,35754,53397,ACTIVE,4,0,327,11,Z-0-0,Z00,デフォルト
